dataset,fy,edition,pages,printed_heading,table,grain,printed_total,checkable,extractable,rows,notes
school_rosters,2012,FY2012,37-38,THMS STAFF ROSTER,Turkey Hill Middle School staff roster,one staff position,,no,clean,50,"Support roles are typed precisely ('1:1 Tutor', 'Wilson Tutor', '1:1 Aide'), which is more detail than any other year's roster gives."
school_rosters,2012,FY2012,40,Faculty/Staff Roster / 2012-2013,Lunenburg High School faculty and staff roster 2012-2013,one staff position,,no,clean,45,"Roles beyond teaching are recorded in the second column ('Greenhouse Asst.', 'AD', 'Athletic Secretary', 'Dept. Liaison'). Timothy Macuga is listed under both Language Arts and Social Studies."
school_rosters,2013,FY2013,37,FACULTY/STAFF ROSTER,Lunenburg Primary School faculty and staff roster,one staff position,,no,clean,40,
school_rosters,2013,FY2013,39-40,FACULTY/STAFF ROSTER,Turkey Hill Middle School faculty and staff roster,one staff position,,no,messy,45,"p40 has run several names together on single lines ('Sarah Rucker Donna Cameron', 'Joan Newell')."
school_rosters,2013,FY2013,42-43,FACULTY/STAFF ROSTER,Lunenburg High School faculty and staff roster,one staff position,,no,messy,45,p43 has only THREE lines in the OCR — the tail of the roster is almost entirely lost at the page break.
school_rosters,2014,FY2014,102,Lunenburg Primary School / Faculty/Staff Roster / 2014-2015,Lunenburg Primary School faculty and staff roster,one staff member,,no,not without geometry,60,"Rooms are numbered (1A-1E, 2A-2F skipping 2E, 3A-3E, K1-K5). Each classroom line pairs a teacher with a named paraprofessional. The three-column layout interleaves in the text layer, so 'Central Office: / Elaine Blaisdell - Principal / First Grade: / 1A - Michael Courtemanche / Special Education / K"
school_rosters,2014,FY2014,105,Turkey Hill Middle School / Faculty Staff/Roster / 2014-2015,Turkey Hill Middle School faculty and staff roster,one staff member,,no,not without geometry,45,"The Blue / White / Red team columns are the distinctive feature and they survive here, as they did in FY2013. Room numbers appear against specialists (Music 118, Art 114, Library 108). Guidance is split 'Grades 4 & 5' and 'Grades 6 & 7'. Paraprofessionals are labelled by grade and two are marked '1:"
school_rosters,2014,FY2014,109-110,LUNENBURG HIGH SCHOOL / Faculty/Staff Roster / 2014-2015,Lunenburg High School faculty and staff roster,one staff member,,no,messy,55,"Departments: Math, Language Arts, Science, Social Studies, Foreign Language, Unified Arts, Special Services, Media Specialist, Speech/Lang., Guidance, Cafeteria, plus AD and Athletic Secretary. One teacher (Timothy Macuga) is listed under both Language Arts and Social Studies. The Paraprofessionals "
school_rosters,2015,FY2015,"107-108 (Primary), 110-111 (THMS), 114-115 (LHS)",Lunenburg Primary School Faculty/Staff Roster 2015-2016 / Turkey Hill Middle School Faculty Staff/Roster 2015-2016 / LUNENBURG HIGH SCHOOL Faculty/Staff Roster 2015-2016,School faculty and staff rosters,one staff member,,no,not without geometry,200,"THREE separate rosters under three different headings, spanning six pages -- a heading search for one form of the phrase will find some and miss others. THMS staff carry team colours (White, Blue, Red); LHS staff carry department liaison flags. Paraprofessionals are listed with their assignment ('1:"
school_rosters,2016,FY2016,"110 (Primary), 113 (Turkey Hill Elementary), 116 (Middle), 119-120 (High)","Faculty/Staff Roster (Primary, p110) / Turkey Hill Elementary School Faculty/Staff Roster (p113) / Lunenburg Middle School Faculty/Staff Roster (p116) / (Lunenburg High School roster, p120)",School faculty and staff rosters,one staff member,,no,not without geometry,200,"FOUR rosters this year against FY2015's three, under four different heading forms -- searching for one form finds some and misses others. The FY2015 pattern of one page per roster is broken: Primary and Turkey Hill get one page each, the Middle School one, the High School two. Middle school staff st"
school_rosters,2017,FY2017,"108-109 (Primary), 112 (Turkey Hill), 115-116 (Middle), 119-120 (High)",Lunenburg Primary School Faculty/Staff Roster 2017-2018 / Turkey Hill Elementary Faculty/Staff Roster 2017-2018 / Lunenburg Middle School Faculty/Staff Roster 2017-2018 / LUNENBURG HIGH SCHOOL Faculty/Staff Roster 2017-2018,"School faculty and staff rosters, by school",one staff member,,no,messy,240,"FOUR separate rosters, not one -- an earlier heading-based search of this report found only some of them. The two-column layout interleaves so a group heading and the names under it end up on non-adjacent extracted lines (e.g. on p108 'Central Office' and 'Second Grade Teachers' are on the SAME line"
school_rosters,2018,FY2018,"121-122 (Primary), 124 (Turkey Hill), 128 (Middle), 132-133 (High)",Lunenburg Primary School Staff Roster 2018-2019 / Turkey Hill Elementary School Staff Roster 2018-2019 / Lunenburg Middle School Staff Roster 2018-2019 / LUNENBURG HIGH SCHOOL Faculty/Staff Roster 2018-2019,"School staff rosters, by school",one staff member,,no,messy,230,"FOUR separate rosters, not one -- the same trap as FY2017. Three of the four have been RENAMED from 'Faculty/Staff Roster' (FY2017) to 'Staff Roster'; only the high school kept the old wording, so a search on either phrase alone finds some and misses others. Middle and high school still share secret"
school_rosters,2019,FY2019,"124-125, 128, 131-132, 135-137",LUNENBURG HIGH SCHOOL / Faculty/Staff Roster / 2019-2020 (and unheaded rosters for the other schools),School staff rosters,one staff member,,no,messy,200,"Rosters exist for Lunenburg Primary School (p124-125), Turkey Hill Elementary (p128), Lunenburg Middle School (p131-132) and Lunenburg High School (p135-137). These are the nearest thing the report gives to a headcount by school, and the grouping (Kindergarten K1-K6, First Grade 1A-1F, Paraprofessio"
school_rosters,2020,FY2020,"119, 123, 127-128",FY 21 PRIMARY SCHOOL ROSTER / THES STAFF ROSTER,School staff rosters,one staff member,,no,messy,250,"FOUR roster pages across three buildings; the middle and high school share one roster in FY2020 where FY2019 printed them separately. Pages 127-128 are OCR'd and carry misreads ('MoGuire' for McGuire, 'Isiakalos' for Tsiakalos, 'Ith Grade' for 7th Grade, 'Knault' for Nault). A school advisory counci"
school_rosters,2021,FY2021,112,,Lunenburg Primary School / T.C. Passios staff roster,one staff member,,no,messy,60,"Carries four-digit room or cost-centre codes against many staff (3102, 1151, 1159, 1124, 1223, 1262, 2108) that the FY2019 rosters do not have."
school_rosters,2021,FY2021,114-115,THES STAFF ROSTER,Turkey Hill Elementary School staff roster,one staff member,Admin =2.0 / Paraprofessionals = 12,yes,clean,55,"UNUSUALLY, THIS ROSTER PRINTS HEADCOUNTS: 'Admin =2.0' and 'Paraprofessionals = 12'. Named headcount is the quantity the project's standing questions say nobody publishes, and here one school prints two lines of it. Room numbers are given for most staff, which distinguishes classroom from support ro"
school_rosters,2021,FY2021,118,,Lunenburg Middle School staff roster,one staff member,,no,messy,45,"Records a full-time social worker at LMS, which the p116 narrative says was added for the return to in-person learning -- a staffing change traceable to a person rather than to a budget line."
school_rosters,2021,FY2021,121,,Lunenburg High School staff roster,one staff member,,no,messy,50,"The p119 narrative names the four positions added for the return to in-person learning -- two assistant principals, an additional guidance counsellor and a maths teacher -- which can be checked against this roster and against the FY2019 roster on p135-137."
school_rosters,2022,FY2022,109,,Lunenburg Primary School staff roster,One staff member with role.,,no,clean,60,NO HEADING. Any heading-driven sweep misses this page entirely - the same trap as FY2021.
school_rosters,2022,FY2022,112,,Turkey Hill Elementary School staff roster,One staff member.,,no,messy,60,NO HEADING - FY2021 printed 'THES STAFF ROSTER' over the same roster; FY2022 dropped the heading. This is exactly the kind of year-to-year inconsistency that makes heading-driven extraction fail on one year and succeed on the other.
school_rosters,2023,FY2023,"126-127, 130-131, 134, 138-139",PRIMARY SCHOOL STAFF ROSTER (p126-127); Lunenburg Middle School Staff Roster (p134); 2023 - 2024 Lunenburg High School Staff Roster (p138-139),"School staff rosters, by building",one staff member,,no,messy,250,"SEVEN pages of school rosters, not four — Primary 126-127, Turkey Hill Elementary 130-131, Middle 134, High 138-139. The Turkey Hill pages (130-131) are OCR and are badly garbled (names split across cells, 'BCBA' reads 'ВСвА' with Cyrillic characters). Roles are inside the name string ('Chad Adams -"
school_rosters,2024,FY2024,"104-105, 107-108, 110-111, 114-115","LUNENBURG PRIMARY SCHOOL STAFF ROSTER (p104-105); Turkey Hill Elementary School Staff Roster (p107, and an unheaded second roster on p108); (middle school roster is unheaded, p110-111); (high school roster is unheaded, p114-115)","School staff rosters, by building",one staff member,,no,messy,250,"EIGHT pages of rosters. PAGES 107 AND 108 ARE TWO DIFFERENT TURKEY HILL ROSTERS PRINTED BACK TO BACK with the same section headings and different people in every leadership role — p107 has Norman Yvon as Principal, Bethann Cormier Assistant Principal, Elizabeth Schatia Nurse; p108 has Heidi Champagn"
school_rosters,2025,FY2025,100-101,LUNENBURG PRIMARY SCHOOL STAFF ROSTER,Lunenburg Primary School staff roster,One staff member,,no,not without geometry,70,"CONTINUES onto p101, which carries NO heading — p101 holds MTSS, SRO, Ext Day/ELC and CFCE Grant Program staff before the Turkey Hill narrative begins. A heading search for 'STAFF ROSTER' finds only p100 and loses the p101 names. Left and right columns interleave line by line in the extract, so 'Jes"
school_rosters,2025,FY2025,102-103,THES STAFF ROSTER,Turkey Hill Elementary School staff roster,One staff member,,no,not without geometry,45,"CONTINUES onto p103 with NO repeated heading — p103 alone carries about 25 more names (ELL teachers, therapists, Achieve/TLC paraprofessionals, grade-level paras, SRO, custodians, maintenance, cafeteria) before the Lunenburg Middle School narrative starts. A heading-based search finds p102 only and "
school_rosters,2025,FY2025,105-106,Lunenburg Middle School Staff Roster 2025,Lunenburg Middle School staff roster,One staff member,,no,not without geometry,45,"CONTINUES onto p106 with NO heading — p106 carries about 20 further names (Achieve paraprofessionals, specialists, special education staff, custodian, cafeteria). A heading search finds p105 only. Names are printed surname-first with a comma ('Santry, Timothy – LMHS Principal'), unlike the other thr"
school_rosters,2025,FY2025,109-110,Lunenburg High School Faculty/Staff Roster,Lunenburg High School faculty/staff roster,One staff member,,no,not without geometry,70,"CONTINUES onto p110 with NO repeated heading — p110 alone holds about 45 names (Science, Foreign Language, Special Services, Paraprofessionals, Unified Arts, Athletic Director, Guidance, Interventionist, Cafeteria, Custodians). A heading search finds p109 only and captures barely a third of the staf"
valuation,2011,FY2011,4,TOTAL ROADS: / STATE ROADS: / POPULATION: / DENSITY: / ASSESSED VALUATION: / TAX RATE: / UNITED STATES SENATORS IN CONGRESS: / REPRESENTATIVE IN CONGRESS: / STATE SENATOR: / REPRESENTATIVE IN GENERAL COURT:,"Town at a glance: roads, population, valuation, tax rate and legislative delegation",one town statistic or one officeholder,,no,clean,17,"ASSESSED VALUATION is $1,092,532,700 real estate plus $28,433,861 personal property; TAX RATE is stated as '$ 16.83 (Fiscal 2012)' — a forward-year rate, not FY2011's."
valuation,2011,FY2011,12,Fiscal Year | Tax Rate | Total Valuation | Accounts | Tax Levy | Change(%),"Valuation and tax history, FY2004-FY2011",one fiscal year,,no,clean,8,"The printed section heading above it is OCR rubble ('varatull allu ran motory') — the readable heading is the column header row itself. FY2011: rate 16.16, valuation 1,114,282,889, 5,185 accounts, levy 18,006,811.48. Note the valuation FALLS while the rate rises."
