video_id,board_slug,board_name,title_stem,meetings_folder,in_agenda_center,meeting_date,classification_source,classified_by,classified_at
Es2rM5gdFOM,stormwater-task-force,Stormwater Task Force,Storm Water Task Force,stormwater-task-force,yes,2022-04-21,model,claude-opus-5 (1M context),2026-09-08
r5CBdAUEjko,lunenburg-water-district,Lunenburg Water District,Water District 4 13,,NO,,model,claude-opus-5 (1M context),2026-09-08
ktOKlrZIyCE,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2022-04-14,model,claude-opus-5 (1M context),2026-09-08
SmetItX0hXc,parks-commission,Parks Commission,Parks Commission,parks-commission,yes,2022-04-13,model,claude-opus-5 (1M context),2026-09-08
kn93vcgIT4Y,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2022-04-12,model,claude-opus-5 (1M context),2026-09-08
f3lPiGMlbhw,select-board,Select Board,Select Board,select-board,yes,2022-04-12,model,claude-opus-5 (1M context),2026-09-08
Cil7OLmU15Q,school-committee,School Committee,School Committee,school-committee,yes,2022-04-06,model,claude-opus-5 (1M context),2026-09-08
PGh-1ekVUMY,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2022-04-06,model,claude-opus-5 (1M context),2026-09-08
FIs3SPru3oM,personnel-committee,Personnel Committee,Personnel Committee,personnel-committee,yes,2022-04-06,model,claude-opus-5 (1M context),2026-09-08
GSrFObt3D74,school-committee,School Committee,School Committee,school-committee,yes,2022-04-06,model,claude-opus-5 (1M context),2026-09-08
a81z_doLl2Y,select-board,Select Board,Select Board,select-board,yes,2022-04-05,model,claude-opus-5 (1M context),2026-09-08
7o01qBS-cis,lunenburg-municipal-building-design-committee,Lunenburg Municipal Building Design Committee,Municipal Building Design,lunenburg-municipal-building-design-committee,yes,2022-04-04,model,claude-opus-5 (1M context),2026-09-08
rM_QS1F8dR4,public-access-cable-committee-pacc,Public Access Cable Committee (PACC),PACC,public-access-cable-committee-pacc,yes,2022-04-04,model,claude-opus-5 (1M context),2026-09-08
VeWlx3soIIM,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2022-03-31,model,claude-opus-5 (1M context),2026-09-08
hw3codG503I,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2022-03-29,model,claude-opus-5 (1M context),2026-09-08
ZGdERr4eeJM,parks-commission,Parks Commission,Parks Commission,parks-commission,yes,2022-03-29,model,claude-opus-5 (1M context),2026-09-08
BClknEtNlSc,personnel-committee,Personnel Committee,Personnel Committee,personnel-committee,yes,2022-03-28,model,claude-opus-5 (1M context),2026-09-08
nCCTFcd2SII,planning-board,Planning Board,Planning Board,planning-board,yes,2022-03-28,model,claude-opus-5 (1M context),2026-09-08
w3B0zRuW1z8,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2022-03-26,model,claude-opus-5 (1M context),2026-09-08
JdupLkJ3Bx8,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2022-03-23,model,claude-opus-5 (1M context),2026-09-08
6FyKc47eHz4,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2022-03-24,model,claude-opus-5 (1M context),2026-09-08
DsjaboW33P4,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board of Appeals,zoning-board-of-appeals,yes,2022-03-23,model,claude-opus-5 (1M context),2026-09-08
2FyhUzpRxwU,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2022-03-23,model,claude-opus-5 (1M context),2026-09-08
FhF4gvCZ9nk,select-board,Select Board,Select Board,select-board,yes,2022-03-22,model,claude-opus-5 (1M context),2026-09-08
H-91wPi4gmo,personnel-committee,Personnel Committee,Personnel Committee,personnel-committee,yes,2022-03-21,model,claude-opus-5 (1M context),2026-09-08
MR7pjhFZmbw,lunenburg-municipal-building-design-committee,Lunenburg Municipal Building Design Committee,Municipal Building Design Committee,lunenburg-municipal-building-design-committee,yes,2022-03-21,model,claude-opus-5 (1M context),2026-09-08
7yNtfe8w2ks,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2022-03-17,model,claude-opus-5 (1M context),2026-09-08
WFIIZg7wcuA,parks-commission,Parks Commission,Parks Commission,parks-commission,yes,2022-03-16,model,claude-opus-5 (1M context),2026-09-08
VCSxA58DVOM,school-committee,School Committee,School Committee,school-committee,yes,2022-03-16,model,claude-opus-5 (1M context),2026-09-08
zgizsw2t1-8,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2022-03-16,model,claude-opus-5 (1M context),2026-09-08
dbFmU1Zo_VI,select-board,Select Board,Select Board,select-board,yes,2022-03-15,model,claude-opus-5 (1M context),2026-09-08
KFLo8tSOR3E,planning-board,Planning Board,Planning Board,planning-board,yes,2022-03-14,model,claude-opus-5 (1M context),2026-09-08
AGHQVROpYA4,architectural-preservation-district-commission,Architectural Preservation District Commission,APDC,architectural-preservation-district-commission,yes,2022-03-10,model,claude-opus-5 (1M context),2026-09-08
N4qfgH7w1lQ,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2022-03-09,model,claude-opus-5 (1M context),2026-09-08
vSc5ybV_uRQ,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2022-03-10,model,claude-opus-5 (1M context),2026-09-08
WiHv0M7McRQ,finance-committee,Finance Committee,Finance Committee 1,finance-committee,yes,2022-03-03,model,claude-opus-5 (1M context),2026-09-08
LDdKw605sM0,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board,zoning-board-of-appeals,yes,2022-03-09,model,claude-opus-5 (1M context),2026-09-08
4czOfI0p_Cg,personnel-committee,Personnel Committee,Personnel Committee,personnel-committee,yes,2022-03-09,model,claude-opus-5 (1M context),2026-09-08
3RaFgHRtjB8,select-board,Select Board,Select Board,select-board,yes,2022-03-08,model,claude-opus-5 (1M context),2026-09-08
rTlfAaDXO1c,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2022-03-08,model,claude-opus-5 (1M context),2026-09-08
O7qp4ANpxVE,public-access-cable-committee-pacc,Public Access Cable Committee (PACC),PACC,public-access-cable-committee-pacc,yes,2022-03-08,model,claude-opus-5 (1M context),2026-09-08
ywetIzfPXQ4,lunenburg-municipal-building-design-committee,Lunenburg Municipal Building Design Committee,Municipal Building Design Committee,lunenburg-municipal-building-design-committee,yes,2022-03-07,model,claude-opus-5 (1M context),2026-09-08
ZJdAefyD-m4,cemetery-commission,Cemetery Commission,Cemetery Commission,cemetery-commission,yes,2022-03-01,model,claude-opus-5 (1M context),2026-09-08
Bh6BTflXGmI,personnel-committee,Personnel Committee,Personnel Committee,personnel-committee,yes,2022-03-02,model,claude-opus-5 (1M context),2026-09-08
BjD6Y80WYIs,school-committee,School Committee,School Committee,school-committee,yes,2022-03-02,model,claude-opus-5 (1M context),2026-09-08
HvDze8cpyuc,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2022-02-24,model,claude-opus-5 (1M context),2026-09-08
y6GCLM_sBOA,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board of Appeals,zoning-board-of-appeals,yes,2022-02-23,model,claude-opus-5 (1M context),2026-09-08
ON2hd0OVkWk,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2022-02-16,model,claude-opus-5 (1M context),2026-09-08
0ZIyMdjowFU,agricultural-commission,Agricultural Commission,Agricultural Committee,agricultural-commission,yes,2022-02-17,model,claude-opus-5 (1M context),2026-09-08
Db0OVht7JAM,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2022-02-22,model,claude-opus-5 (1M context),2026-09-08
VUvz44cf7dc,parks-commission,Parks Commission,Parks Commission,parks-commission,yes,2022-02-17,model,claude-opus-5 (1M context),2026-09-08
Qx7EgjovsNE,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2022-02-17,model,claude-opus-5 (1M context),2026-09-08
0_biOaw0f7w,library-board-of-trustees,Library Board of Trustees,Library Board of Trustees,library-board-of-trustees,yes,2022-02-17,model,claude-opus-5 (1M context),2026-09-08
aGZ72XhfcOc,stormwater-task-force,Stormwater Task Force,Stormwater Task Force,stormwater-task-force,yes,2022-01-20,model,claude-opus-5 (1M context),2026-09-08
Qbyu6nmtbxQ,green-community-task-force,Green Community Task Force,Green Community Task Force,,NO,2021-12-15,model,claude-opus-5 (1M context),2026-09-08
_5jIJqQ2zpQ,green-community-task-force,Green Community Task Force,Green Community Task Force,,NO,2022-02-16,model,claude-opus-5 (1M context),2026-09-08
vk4CyiIrk54,personnel-committee,Personnel Committee,Personne lCommittee,personnel-committee,yes,2022-02-16,model,claude-opus-5 (1M context),2026-09-08
67jL5rqsPCI,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2022-02-16,model,claude-opus-5 (1M context),2026-09-08
K9CSb6MXr-U,select-board,Select Board,Select Board,select-board,yes,2022-02-15,model,claude-opus-5 (1M context),2026-09-08
vvn2RkHbxGA,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2022-02-15,model,claude-opus-5 (1M context),2026-09-08
fQOVfGwQN1I,school-committee,School Committee,School Committee,school-committee,yes,2022-01-20,model,claude-opus-5 (1M context),2026-09-08
27tSuFTiUkQ,public-access-cable-committee-pacc,Public Access Cable Committee (PACC),Public Access Cable Committee,public-access-cable-committee-pacc,yes,2022-02-14,model,claude-opus-5 (1M context),2026-09-08
fv4HZskE-rA,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2022-02-08,model,claude-opus-5 (1M context),2026-09-08
5SrmYGYbR2A,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2022-02-09,model,claude-opus-5 (1M context),2026-09-08
CEEpaYYKukk,open-space-committee,Open Space Committee,Open Space Committee,open-space-committee,yes,2022-02-09,model,claude-opus-5 (1M context),2026-09-08
2PyEvKcWyzE,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board of Appeals,zoning-board-of-appeals,yes,2022-02-09,model,claude-opus-5 (1M context),2026-09-08
UVgPlymArew,select-board,Select Board,Select Board,select-board,yes,2022-02-08,model,claude-opus-5 (1M context),2026-09-08
bylr7-02Mss,lunenburg-municipal-building-design-committee,Lunenburg Municipal Building Design Committee,Municipa lBuiding Design Committee,lunenburg-municipal-building-design-committee,yes,,model,claude-opus-5 (1M context),2026-09-08
T-YO1WYWs9s,school-committee,School Committee,School Committee,school-committee,yes,2022-02-02,model,claude-opus-5 (1M context),2026-09-08
czNYvnzpoq4,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2022-02-02,model,claude-opus-5 (1M context),2026-09-08
EXgiMwtYD7U,select-board,Select Board,Selec tBoard,select-board,yes,2022-02-01,model,claude-opus-5 (1M context),2026-09-08
M8uJx5-NHa4,personnel-committee,Personnel Committee,Personnel Committee,personnel-committee,yes,2022-01-31,model,claude-opus-5 (1M context),2026-09-08
6E3z38z9SBI,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2022-01-27,model,claude-opus-5 (1M context),2026-09-08
wNuVQPj-iuI,lunenburg-municipal-building-design-committee,Lunenburg Municipal Building Design Committee,Municipal Building Design Committee,lunenburg-municipal-building-design-committee,yes,2022-01-26,model,claude-opus-5 (1M context),2026-09-08
QXISS3Ubp_w,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2022-01-25,model,claude-opus-5 (1M context),2026-09-08
wVZYM_kFz3c,planning-board,Planning Board,Planning Board,planning-board,yes,2022-01-24,model,claude-opus-5 (1M context),2026-09-08
XfzXTyId75E,personnel-committee,Personnel Committee,Personnel Committee,personnel-committee,yes,2022-01-24,model,claude-opus-5 (1M context),2026-09-08
yt8TdXnoMpQ,select-board,Select Board,Select Board,select-board,yes,2022-01-18,model,claude-opus-5 (1M context),2026-09-08
vOe_gqFEgwk,stormwater-task-force,Stormwater Task Force,Stormwater Task Force,stormwater-task-force,yes,2022-01-20,model,claude-opus-5 (1M context),2026-09-08
cxskhTs5eic,library-board-of-trustees,Library Board of Trustees,Library Board of Trustees,library-board-of-trustees,yes,2022-01-20,model,claude-opus-5 (1M context),2026-09-08
_ersnzLBS4o,school-committee,School Committee,School Committee,school-committee,yes,2022-01-20,model,claude-opus-5 (1M context),2026-09-08
5HN73IzepSM,parks-commission,Parks Commission,Parks Commission,parks-commission,yes,2022-01-20,model,claude-opus-5 (1M context),2026-09-08
oWoLkKBtq_A,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2022-01-10,model,claude-opus-5 (1M context),2026-09-08
TMmBa6ueRGI,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2022-01-13,model,claude-opus-5 (1M context),2026-09-08
O6GzcV5THgA,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board of Appeals,zoning-board-of-appeals,yes,2022-01-12,model,claude-opus-5 (1M context),2026-09-08
RT2tGlMypqs,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2022-01-11,model,claude-opus-5 (1M context),2026-09-08
rEmQ61YX3SA,cemetery-commission,Cemetery Commission,Cemetary Commission,cemetery-commission,yes,2022-01-05,model,claude-opus-5 (1M context),2026-09-08
E6qOq8hLTS8,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2022-01-05,model,claude-opus-5 (1M context),2026-09-08
T25y_9dbQYE,planning-board,Planning Board,Planning Board,planning-board,yes,2022-01-10,model,claude-opus-5 (1M context),2026-09-08
5OUB2tO6t3s,parks-commission,Parks Commission,Parks Commission - Marshall Park Charrett,parks-commission,yes,2022-01-06,model,claude-opus-5 (1M context),2026-09-08
3j04Yt4gFgo,school-committee,School Committee,School Committee,school-committee,yes,2022-01-05,model,claude-opus-5 (1M context),2026-09-08
ElGt20ZVtPY,select-board,Select Board,Select Board,select-board,yes,2022-01-04,model,claude-opus-5 (1M context),2026-09-08
I5bW-vzgI6M,public-access-cable-committee-pacc,Public Access Cable Committee (PACC),PACC,public-access-cable-committee-pacc,yes,2022-01-03,model,claude-opus-5 (1M context),2026-09-08
-s6WVqfr7nM,select-board,Select Board,Selec tBoard,select-board,yes,2021-12-21,model,claude-opus-5 (1M context),2026-09-08
Bg_pRDPvGWw,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2021-12-21,model,claude-opus-5 (1M context),2026-09-08
kMu40u2W-No,open-space-committee,Open Space Committee,Open Space Committee,open-space-committee,yes,2021-12-14,model,claude-opus-5 (1M context),2026-09-08
eqa1BOTaPbc,school-committee,School Committee,School Committee,school-committee,yes,2021-12-15,model,claude-opus-5 (1M context),2026-09-08
zNuZVpWHVHY,parks-commission,Parks Commission,Parks Commission,parks-commission,yes,2021-12-20,model,claude-opus-5 (1M context),2026-09-08
Nvfi3KsZHyw,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2021-12-15,model,claude-opus-5 (1M context),2026-09-08
7E-DC-sj4xU,select-board,Select Board,Select Board,select-board,yes,2021-12-14,model,claude-opus-5 (1M context),2026-09-08
rw53abiHXK4,cemetery-commission,Cemetery Commission,Cemetery Commission,cemetery-commission,yes,2021-12-07,model,claude-opus-5 (1M context),2026-09-08
CRP66bAcDpY,planning-board,Planning Board,Planning Board,planning-board,yes,2021-12-13,model,claude-opus-5 (1M context),2026-09-08
GyLMqh66q2I,personnel-committee,Personnel Committee,Personnel Committee,personnel-committee,yes,2021-12-13,model,claude-opus-5 (1M context),2026-09-08
ONVMRqgtQ3k,parks-commission,Parks Commission,Parks Commission,parks-commission,yes,2021-12-02,model,claude-opus-5 (1M context),2026-09-08
QMBbwgHWYMA,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2021-12-09,model,claude-opus-5 (1M context),2026-09-08
rh1qb-al1AM,select-board,Select Board,Select Board,select-board,yes,2021-12-07,model,claude-opus-5 (1M context),2026-09-08
HR6H77R3kOY,public-access-cable-committee-pacc,Public Access Cable Committee (PACC),PACC,public-access-cable-committee-pacc,yes,2021-12-06,model,claude-opus-5 (1M context),2026-09-08
EyMHKYC9iTw,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2021-12-01,model,claude-opus-5 (1M context),2026-09-08
