label,upstream,local,text,bytes,sha256,read,page,school_year,meeting_date
2021-2022 Action Plan C & O.1,https://drive.google.com/file/d/1IzbNfWu15fE7IXS8Rv88jSX78V_5RRcL/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-2021-2022-action-plan-c-o-1.pdf,sources/district-budget/text/sc-meetings/2023-09-06-2021-2022-action-plan-c-o-1.txt,370755,75159cb3b7e6aa9303eb2d5cde2d69c07225826c1fc57a295e1cbe82f7082d43,pdf text layer,sc-meetings,2023-2024,2023-09-06
2021-2022 Action Plan CC & C.1,https://drive.google.com/file/d/13Ye6FnnGO32tPNH-2qq5JXVIo9dc0enR/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-2021-2022-action-plan-cc-c-1.pdf,sources/district-budget/text/sc-meetings/2023-09-06-2021-2022-action-plan-cc-c-1.txt,94270,42cf92dc187578a3e7ad41aa92837a9710a1e13efa27d7b01d6f5386252d94e1,pdf text layer,sc-meetings,2023-2024,2023-09-06
2021-2022 Action Plan CC & C.2,https://drive.google.com/file/d/1PsANxxbDue0LXYdfCWAoIsub8q0dTE5v/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-2021-2022-action-plan-cc-c-2.pdf,sources/district-budget/text/sc-meetings/2023-09-06-2021-2022-action-plan-cc-c-2.txt,105350,37ae238ee6694e45557ffef6f13cfc8b24fd8f2f3d11aff9e6acdb623a4bd538,pdf text layer,sc-meetings,2023-2024,2023-09-06
2021-2022 Action Plan CC & C.3,https://drive.google.com/file/d/1OLr-vUDyFRosuXQD4Ac7_34tagmBmWse/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-2021-2022-action-plan-cc-c-3.pdf,sources/district-budget/text/sc-meetings/2023-09-06-2021-2022-action-plan-cc-c-3.txt,66212,1e17a6ab692c94584b2713827c53e25969695f9e4684a06c80bb05e710a4f1b6,pdf text layer,sc-meetings,2023-2024,2023-09-06
2021-2022 NEW Action Plan CC & C.4,https://drive.google.com/file/d/1jYjiEjAdfs0RMCkxDdaqb8JMq6_A2NAY/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-2021-2022-new-action-plan-cc-c-4.pdf,sources/district-budget/text/sc-meetings/2023-09-06-2021-2022-new-action-plan-cc-c-4.txt,76448,725603d4e6c6230bee0d9a1bb2fd4a127da5707eb48c7a7ea84549e7ec4a5934,pdf text layer,sc-meetings,2023-2024,2023-09-06
2021-2022 Action Plan EAAO.1,https://drive.google.com/file/d/1HAX4EPJaCIJ2vT6nlrE7zUJHyhbAkkA2/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-2021-2022-action-plan-eaao-1.pdf,sources/district-budget/text/sc-meetings/2023-09-06-2021-2022-action-plan-eaao-1.txt,133691,251a6eac1c6f404b8c5cc67b097280a232ed0327ec0b89826b0654e104fba1c0,pdf text layer,sc-meetings,2023-2024,2023-09-06
2021-2022 Action Plan EAAO.2,https://drive.google.com/file/d/1kVUzq8CvPg5bG_ywIDZuxHlNyBXPCn8n/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-2021-2022-action-plan-eaao-2.pdf,sources/district-budget/text/sc-meetings/2023-09-06-2021-2022-action-plan-eaao-2.txt,106200,80430686738d8abe8f0154fa97f7537eaafae1aec19d010d95029d215ce132d6,pdf text layer,sc-meetings,2023-2024,2023-09-06
2021-2022 Action Plan TT & L.1,https://drive.google.com/file/d/11dUYCnbrmU0SbSxcoIhs2FTbKUyrVLdm/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-2021-2022-action-plan-tt-l-1.pdf,sources/district-budget/text/sc-meetings/2023-09-06-2021-2022-action-plan-tt-l-1.txt,120120,c267a28f1306d3a155d0c0b87767aef2864b9678cccf04e646cb1a33d67f4e89,pdf text layer,sc-meetings,2023-2024,2023-09-06
2021-2022 Action Plan TT & L.2,https://drive.google.com/file/d/1riZu0tvYdR3so0EHMmu6JfwgubQpyrY1/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-2021-2022-action-plan-tt-l-2.pdf,sources/district-budget/text/sc-meetings/2023-09-06-2021-2022-action-plan-tt-l-2.txt,98930,c5b2b166ad35b84fd2264404747f9d33474385072d8f1d0d221b662738df43d4,pdf text layer,sc-meetings,2023-2024,2023-09-06
2021-2022 Action Plan TT & L.3,https://drive.google.com/file/d/1zZew4LdiAXZMiy7lUWdfTXiCmC0RYKEY/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-2021-2022-action-plan-tt-l-3.pdf,sources/district-budget/text/sc-meetings/2023-09-06-2021-2022-action-plan-tt-l-3.txt,76150,458107ae2b3701883bc40309bfe9a0f57932c3e5a776ffa6edbddf9d6d24b467,pdf text layer,sc-meetings,2023-2024,2023-09-06
School Committee Agenda 1-5-22,https://drive.google.com/file/d/1T0JqrnpmVVABIcvgCrM1RgARb0iSozDL/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-school-committee-agenda-1-5-22.pdf,sources/district-budget/text/sc-meetings/2023-09-06-school-committee-agenda-1-5-22.txt,131455,c818cec449c096d369872359b4023d6f0bba617c9f283a7665753c8fdae37a51,pdf text layer,sc-meetings,2023-2024,2023-09-06
First Read Policy 3201 Student Activities Accounts,https://drive.google.com/file/d/1cEj7CRTpKyhJVPz4XTrthmgPn4Mf8KnU/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-first-read-policy-3201-student-activities-accounts.pdf,sources/district-budget/text/sc-meetings/2023-09-06-first-read-policy-3201-student-activities-accounts.txt,441916,ef068014368b1e81c67619d34d6a291a34e749bb0c237d2ec5a2a2d8ad94b819,pdf text layer,sc-meetings,2023-2024,2023-09-06
School Committee Agenda 12-15-21,https://drive.google.com/file/d/18BavuirXlcLpBk6GdSkYG2I_Wz-GbZkr/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-school-committee-agenda-12-15-21.pdf,sources/district-budget/text/sc-meetings/2023-09-06-school-committee-agenda-12-15-21.txt,130554,932149199658a7d05baa16c03b618b97f55292c99a90a6759a017c5484c5808a,pdf text layer,sc-meetings,2023-2024,2023-09-06
Winter Sports Report,https://drive.google.com/file/d/1q8GWATuESXFetI7ZBk5uns46oHzMwvmN/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-winter-sports-report.pdf,sources/district-budget/text/sc-meetings/2023-09-06-winter-sports-report.txt,541332,c4d27f1afae9a1fb328acb43ed7d27f6bc091431f85bb812e01aa224078e603b,pdf text layer,sc-meetings,2023-2024,2023-09-06
Blue Knights Fall Review,https://drive.google.com/file/d/11vO-w15S6ZzLA3y1iNo6_mZhbroBbP_J/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-blue-knights-fall-review.pdf,sources/district-budget/text/sc-meetings/2023-09-06-blue-knights-fall-review.txt,5550672,760870cafdbe22b34dd0cc59433847679d855589c42972f0a8d717601c96295a,pdf text layer,sc-meetings,2023-2024,2023-09-06
Policy 1202 V3 Regulaions Governing the Use of School Facilities,https://drive.google.com/file/d/1g7VWCxL51Z8nVN41wCZepaWmwT6h54uI/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-policy-1202-v3-regulaions-governing-the-use-of-school-facil.pdf,sources/district-budget/text/sc-meetings/2023-09-06-policy-1202-v3-regulaions-governing-the-use-of-school-facil.txt,106605,7919cd8b859b0270f8f0f59c396772142e4a72361bc8aab85e51c94644a4992c,pdf text layer,sc-meetings,2023-2024,2023-09-06
School Committee Agenda 12-1-21,https://drive.google.com/file/d/1rXFPGYizCXwl6OyR5IZcXZfuBkHVSUTJ/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-school-committee-agenda-12-1-21.pdf,sources/district-budget/text/sc-meetings/2023-09-06-school-committee-agenda-12-1-21.txt,131033,b2b19e8e5d1840016c8001c78d61bd363746249b8405262a28d4ee71d7856f08,pdf text layer,sc-meetings,2023-2024,2023-09-06
Francis W. Parker Charter Annual Report,https://drive.google.com/file/d/16_-G-SyBy4aQNRDlxbGNGBWTPJG5twzy/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-francis-w-parker-charter-annual-report.pdf,sources/district-budget/text/sc-meetings/2023-09-06-francis-w-parker-charter-annual-report.txt,477501,5928fdfb8bb9f7f5606f414ab91ac70bd5475605b1bbb1c855139612d2fdf225,pdf text layer,sc-meetings,2023-2024,2023-09-06
Proposed Extended Day Program Increase,https://drive.google.com/file/d/19gvRwe50bYq3Bjvny-wDCEmtcj7odwhe/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-proposed-extended-day-program-increase.pdf,sources/district-budget/text/sc-meetings/2023-09-06-proposed-extended-day-program-increase.txt,158026,15c6fcba22caeda4b103d3aa367b80a58aacca0d4526a0e10bb929c6f69f8767,pdf text layer,sc-meetings,2023-2024,2023-09-06
Town By-Law: Departmental Revolving Funds,https://drive.google.com/file/d/17zRtrU4kzwSPuYBV7IUWG6YZWDG_s0Aa/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-town-by-law-departmental-revolving-funds.pdf,sources/district-budget/text/sc-meetings/2023-09-06-town-by-law-departmental-revolving-funds.txt,72705,db0322d7de32016eed2839a97e03936a9abb8357729b7d5d6eaa0d26ca5d8b30,pdf text layer,sc-meetings,2023-2024,2023-09-06
Lunenburg Coaches Guidebook,https://drive.google.com/file/d/1LCuFu41mByKabKjeooesL5hQW6Y_vRlL/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-lunenburg-coaches-guidebook.pdf,sources/district-budget/text/sc-meetings/2023-09-06-lunenburg-coaches-guidebook.txt,1610333,e0419e868f2b927166ca56a49a4e214018d433d888e193be37d1b9abb0b6d81f,pdf text layer,sc-meetings,2023-2024,2023-09-06
School Committee Agenda 11-17-21,https://drive.google.com/file/d/1wUPPVa98H_NJB-B6XandwRjg0_H7IwOD/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-school-committee-agenda-11-17-21.pdf,sources/district-budget/text/sc-meetings/2023-09-06-school-committee-agenda-11-17-21.txt,130201,53a0c3c13fee9f9e06afcd28bfc4cec5c596556678a975911f32fd6b5dee5f37,pdf text layer,sc-meetings,2023-2024,2023-09-06
School Committee Agenda 11-3-21,https://drive.google.com/file/d/1I2cbzJKSxS84XBZpEdY96BUvotfHIOPu/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-school-committee-agenda-11-3-21.pdf,sources/district-budget/text/sc-meetings/2023-09-06-school-committee-agenda-11-3-21.txt,131595,e6924d5ff8e903b4af68b28ee42bc466bab93e3058b20891130fd05da8a9b946,pdf text layer,sc-meetings,2023-2024,2023-09-06
Dyslexia Guidance Overview,https://drive.google.com/file/d/18PmoIbkht-xZ2hXLonFCNUTPnA5E5Utr/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-dyslexia-guidance-overview.pdf,sources/district-budget/text/sc-meetings/2023-09-06-dyslexia-guidance-overview.txt,3554203,6697862d8beea8d68b6e0bef8fa3dff19727d56c8210a04934030fc846144e1e,pdf text layer,sc-meetings,2023-2024,2023-09-06
Charter and Bylaws Concerning School Committee,https://drive.google.com/file/d/1t4pcvn2-CG3KUMj4if2v-g6DJ6NBV2Et/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-charter-and-bylaws-concerning-school-committee.pdf,sources/district-budget/text/sc-meetings/2023-09-06-charter-and-bylaws-concerning-school-committee.txt,282746,53c625c60db51290f68a56b46bcd19d3704fd2b3a77fc1487c808f9993dd357a,pdf text layer,sc-meetings,2023-2024,2023-09-06
Sizer School Annual Report,https://drive.google.com/file/d/1E2zZxHAWDkX3OVLsSxBJGDbNf-gioJiF/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-sizer-school-annual-report.pdf,sources/district-budget/text/sc-meetings/2023-09-06-sizer-school-annual-report.txt,2445802,9d7a09a1c1acc8fbc4c5e2ffbbcd8d1b42c4aac6e3cac93ddd05eb30a9eef40f,pdf text layer,sc-meetings,2023-2024,2023-09-06
Policy 5204 Promotion & Retention of Students,https://drive.google.com/file/d/1hCpNH2RlUNYUzudKOhVBBHyEnEbt0lbb/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-policy-5204-promotion-retention-of-students.pdf,sources/district-budget/text/sc-meetings/2023-09-06-policy-5204-promotion-retention-of-students.txt,115705,ac1c5ea06908d34788b274449ad3bf6e02c44bc6b3a20e310cb03a4fce67b351,pdf text layer,sc-meetings,2023-2024,2023-09-06
School Committee Agenda 10-20-21,https://drive.google.com/file/d/1DVcWCe9Fzk5GAf8CJYQUPIYxgCLJaem2/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-school-committee-agenda-10-20-21.pdf,sources/district-budget/text/sc-meetings/2023-09-06-school-committee-agenda-10-20-21.txt,163966,9eba3db918d11d6a02445c7b2a0cf980dee786a4a08d22ddc4991629c6dc1ca9,pdf text layer,sc-meetings,2023-2024,2023-09-06
Draft 2021-2022 Superintendent Goals,https://drive.google.com/file/d/1qlJ8czPmkR_FfHMTs5KBgJRBT0xMvLJN/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-draft-2021-2022-superintendent-goals.pdf,sources/district-budget/text/sc-meetings/2023-09-06-draft-2021-2022-superintendent-goals.txt,176172,af64fa12a8d1abf54521f55e68a48aaeb2b5ec357e6bc02b0041a51c1c827166,pdf text layer,sc-meetings,2023-2024,2023-09-06
Strategy Overview Revised 10-20,https://drive.google.com/file/d/1stwt4Qec8WBTnhIUNWDQo8wEaR83guGL/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-strategy-overview-revised-10-20.pdf,sources/district-budget/text/sc-meetings/2023-09-06-strategy-overview-revised-10-20.txt,318367,2815bc6a60ede1166009ead7686347687987b2f9a8bfa7507360ed0487e0a9ab,pdf text layer,sc-meetings,2023-2024,2023-09-06
2021-2022 Action Plan CC & C 1,https://drive.google.com/file/d/1kyeVQAITIXJc-YIUL9OKv_GoUz0FpYqj/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-2021-2022-action-plan-cc-c-1.pdf,sources/district-budget/text/sc-meetings/2023-09-06-2021-2022-action-plan-cc-c-1.txt,94270,42cf92dc187578a3e7ad41aa92837a9710a1e13efa27d7b01d6f5386252d94e1,already had it,sc-meetings,2023-2024,2023-09-06
2021-2022 Action Plan CC & C 2,https://drive.google.com/file/d/1yOhBNv6YIlu1V2_HznEg0g5v0FJV9Txr/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-2021-2022-action-plan-cc-c-2.pdf,sources/district-budget/text/sc-meetings/2023-09-06-2021-2022-action-plan-cc-c-2.txt,105350,37ae238ee6694e45557ffef6f13cfc8b24fd8f2f3d11aff9e6acdb623a4bd538,already had it,sc-meetings,2023-2024,2023-09-06
2021-2022 CC & C 3,https://drive.google.com/file/d/1FD03urL7zGII_hbd1sehZYy7tC4qqOfq/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-2021-2022-cc-c-3.pdf,sources/district-budget/text/sc-meetings/2023-09-06-2021-2022-cc-c-3.txt,66105,9822afd57479795fb071ae5b8d74ee9dcb6498ff89bcbff370c4207473a180ed,pdf text layer,sc-meetings,2023-2024,2023-09-06
2021-2022 NEW Action Plan CC & C 4,https://drive.google.com/file/d/101PPWGrNwYnIAt3-SMuyd7zuQnhSCMs1/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-2021-2022-new-action-plan-cc-c-4.pdf,sources/district-budget/text/sc-meetings/2023-09-06-2021-2022-new-action-plan-cc-c-4.txt,76448,725603d4e6c6230bee0d9a1bb2fd4a127da5707eb48c7a7ea84549e7ec4a5934,already had it,sc-meetings,2023-2024,2023-09-06
2021-2022 Action Plan EAAO.1,https://drive.google.com/file/d/1GC6O0R2zieAJPB4LgO1RaSJ57v1tK4ef/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-2021-2022-action-plan-eaao-1.pdf,sources/district-budget/text/sc-meetings/2023-09-06-2021-2022-action-plan-eaao-1.txt,133691,251a6eac1c6f404b8c5cc67b097280a232ed0327ec0b89826b0654e104fba1c0,pdf text layer,sc-meetings,2023-2024,2023-09-06
2021-2022 Action Plan EAAO.2,https://drive.google.com/file/d/12h6oVzMpKphA64P30JPu4_Y_Qx6-3FL0/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-2021-2022-action-plan-eaao-2.pdf,sources/district-budget/text/sc-meetings/2023-09-06-2021-2022-action-plan-eaao-2.txt,106200,80430686738d8abe8f0154fa97f7537eaafae1aec19d010d95029d215ce132d6,pdf text layer,sc-meetings,2023-2024,2023-09-06
2021-2022 Action Plan TT & L.1,https://drive.google.com/file/d/1gyZzPO3R_IDcUx7w7FXaM-fnuW6Wztih/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-2021-2022-action-plan-tt-l-1.pdf,sources/district-budget/text/sc-meetings/2023-09-06-2021-2022-action-plan-tt-l-1.txt,120120,c267a28f1306d3a155d0c0b87767aef2864b9678cccf04e646cb1a33d67f4e89,pdf text layer,sc-meetings,2023-2024,2023-09-06
2021-2022 Action Plan TT & L.2,https://drive.google.com/file/d/1_f051Oe-FEr11TudcRC92vvPPCfcnNFV/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-2021-2022-action-plan-tt-l-2.pdf,sources/district-budget/text/sc-meetings/2023-09-06-2021-2022-action-plan-tt-l-2.txt,98930,c5b2b166ad35b84fd2264404747f9d33474385072d8f1d0d221b662738df43d4,pdf text layer,sc-meetings,2023-2024,2023-09-06
2021-2022 Action Plan TT & L.3,https://drive.google.com/file/d/1jzUtQhIHpIfeClwz97NJ1kHE859jZVxW/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-2021-2022-action-plan-tt-l-3.pdf,sources/district-budget/text/sc-meetings/2023-09-06-2021-2022-action-plan-tt-l-3.txt,76150,458107ae2b3701883bc40309bfe9a0f57932c3e5a776ffa6edbddf9d6d24b467,pdf text layer,sc-meetings,2023-2024,2023-09-06
Proposed LHS Continuous School Improvement Plan,https://drive.google.com/file/d/1FeoI0sg3GP4aqqefa96HqqeWGgv0LUNn/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-proposed-lhs-continuous-school-improvement-plan.pdf,sources/district-budget/text/sc-meetings/2023-09-06-proposed-lhs-continuous-school-improvement-plan.txt,66382,230d50f9a15c503320ffdff027f07a68ff82b98759451eb1882e99f28490f446,pdf text layer,sc-meetings,2023-2024,2023-09-06
Proposed LMS Continuous School Improvement Plan,https://drive.google.com/file/d/1zFBEC57XrzK-_RSY032uz3C1n673ShN8/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-proposed-lms-continuous-school-improvement-plan.pdf,sources/district-budget/text/sc-meetings/2023-09-06-proposed-lms-continuous-school-improvement-plan.txt,119403,d17b822b13832b8f1bc783e5e4c7efb60a3280120fbafe342f5e45dd2275a0a5,pdf text layer,sc-meetings,2023-2024,2023-09-06
Proposed THES Continuous School Improvement Plan,https://drive.google.com/file/d/1-_eDuJHPIm4U_dBUf-aMqRr2e5oni3bk/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-proposed-thes-continuous-school-improvement-plan.pdf,sources/district-budget/text/sc-meetings/2023-09-06-proposed-thes-continuous-school-improvement-plan.txt,119837,efead2c45372e82225540e743e803bb4efe4ab5fd301c8138126825464fbc7ae,pdf text layer,sc-meetings,2023-2024,2023-09-06
Proposed Primary Continuous School Improvement Plan,https://drive.google.com/file/d/1hRTLZ90O2YZp6qVni75dUn_xuCCXjmgH/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-proposed-primary-continuous-school-improvement-plan.pdf,sources/district-budget/text/sc-meetings/2023-09-06-proposed-primary-continuous-school-improvement-plan.txt,93637,57cdc8798bb7d92a4c76ecf316d51f678af8dec482f06665ca2b5ca6a23c02d0,pdf text layer,sc-meetings,2023-2024,2023-09-06
School Committee Agenda 10-6-21,https://drive.google.com/file/d/1sV66H3n-24bZFeJjHuirKdRE9XoRVNbv/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-school-committee-agenda-10-6-21.pdf,sources/district-budget/text/sc-meetings/2023-09-06-school-committee-agenda-10-6-21.txt,185427,7b407989a56d715f5576380f0386a8a4a0b3bd4654e675d5355bbf5734b98820,pdf text layer,sc-meetings,2023-2024,2023-09-06
Policy 1202 Regulations Governing the Use of School facilities,https://drive.google.com/file/d/1pf4nHMDVMALhmP-AfUFJWr2xZGjftjzy/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-policy-1202-regulations-governing-the-use-of-school-facilit.pdf,sources/district-budget/text/sc-meetings/2023-09-06-policy-1202-regulations-governing-the-use-of-school-facilit.txt,388829,50b9e58d69197769977f94ec495e19dcd0f36b19c6f8536eaf9b373299f3497e,pdf text layer,sc-meetings,2023-2024,2023-09-06
Revised School Committee Agenda 9-15-21,https://drive.google.com/file/d/1LQ0s_61I_ON-BxQtXUXJCbVE77s14Qys/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-revised-school-committee-agenda-9-15-21.pdf,sources/district-budget/text/sc-meetings/2023-09-06-revised-school-committee-agenda-9-15-21.txt,170603,4e309351031a3790cb84ad90bcdf04092cf4b9edfeb436c5a9cd76846a9a736c,pdf text layer,sc-meetings,2023-2024,2023-09-06
